ASH,01-09-2023,93.42
ASH,02-09-2023,94.26
ASH,03-09-2023,95.01
ASH,04-09-2023,95.97
ASH,05-09-2023,97.12
ASH,06-09-2023,97.51
ASH,07-09-2023,98.87
ASH,08-09-2023,98.28
ASH,09-09-2023,97.49
ASH,10-09-2023,97.98
ASH,11-09-2023,98.47
ASH,12-09-2023,99.45
ASH,13-09-2023,99.55
ASH,14-09-2023,99.05
ASH,15-09-2023,98.56
ASH,16-09-2023,98.26
ASH,17-09-2023,98.95
ASH,18-09-2023,100.04
ASH,19-09-2023,100.74
ASH,20-09-2023,99.83
ASH,21-09-2023,100.23
ASH,22-09-2023,100.83
ASH,23-09-2023,100.53
ASH,24-09-2023,101.24
ASH,25-09-2023,102.25
ASH,26-09-2023,102.96
ASH,27-09-2023,102.65
ASH,28-09-2023,103.27
ASH,29-09-2023,103.27
ASH,30-09-2023,104.41
ASH,01-10-2023,104.62
ASH,02-10-2023,105.03
ASH,03-10-2023,105.03
ASH,04-10-2023,106.50
ASH,05-10-2023,105.76
ASH,06-10-2023,105.34
ASH,07-10-2023,106.28
ASH,08-10-2023,106.18
ASH,09-10-2023,106.92
ASH,10-10-2023,107.67
ASH,11-10-2023,107.13
ASH,12-10-2023,106.49
ASH,13-10-2023,107.45
ASH,14-10-2023,107.45
ASH,15-10-2023,106.91
ASH,16-10-2023,107.34
ASH,17-10-2023,107.12
ASH,18-10-2023,107.98
ASH,19-10-2023,107.22
ASH,20-10-2023,106.58
ASH,21-10-2023,106.90
ASH,22-10-2023,107.11
ASH,23-10-2023,107.11
ASH,24-10-2023,107.33
ASH,25-10-2023,107.11
ASH,26-10-2023,106.15
ASH,27-10-2023,105.09
ASH,28-10-2023,104.67
ASH,29-10-2023,105.19
ASH,30-10-2023,105.72
ASH,31-10-2023,107.20
ASH,01-11-2023,107.95
ASH,02-11-2023,108.70
ASH,03-11-2023,109.35
ASH,04-11-2023,109.57
ASH,05-11-2023,108.70
ASH,06-11-2023,109.57
ASH,07-11-2023,108.91
ASH,08-11-2023,110.32
ASH,09-11-2023,109.44
ASH,10-11-2023,110.54
ASH,11-11-2023,110.65
ASH,12-11-2023,112.20
ASH,13-11-2023,112.53
ASH,14-11-2023,111.52
ASH,15-11-2023,110.96
ASH,16-11-2023,110.85
ASH,17-11-2023,112.40
ASH,18-11-2023,112.40
ASH,19-11-2023,113.08
ASH,20-11-2023,114.77
ASH,21-11-2023,113.86
ASH,22-11-2023,114.20
ASH,23-11-2023,113.63
ASH,24-11-2023,113.63
ASH,25-11-2023,113.63
ASH,26-11-2023,115.10
ASH,27-11-2023,116.71
ASH,28-11-2023,115.90
ASH,29-11-2023,114.74
ASH,30-11-2023,115.66
ASH,01-12-2023,117.39
ASH,02-12-2023,117.39
ASH,03-12-2023,117.86
ASH,04-12-2023,118.92
ASH,05-12-2023,118.57
ASH,06-12-2023,120.23
ASH,07-12-2023,121.43
ASH,08-12-2023,122.03
ASH,09-12-2023,122.40
ASH,10-12-2023,121.54
ASH,11-12-2023,120.45
ASH,12-12-2023,119.97
ASH,13-12-2023,120.69
ASH,14-12-2023,121.77
ASH,15-12-2023,121.17
